slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
65,overinformativeness,pot_big_blue,pot,7033,tencere,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
66,overinformativeness,hat_big_orange,hat,17391,şapka,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
67,adjective_ordering,spoon_metal_dirty,spoon,15931,kaşık,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
68,overinformativeness,lighter_big_black,lighter,25317,çakmak,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
69,overinformativeness,ball_big_purple,ball,10125,top,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
70,overinformativeness,car_big_green,car,5823,araba,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
71,overinformativeness,apple_big_red,apple,4172,elma,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
72,adjective_ordering,man_young_bearded,man,19351,sakal,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
73,overinformativeness,button_big_green,button,22596,düğme,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
74,overinformativeness,shoe_big_pink,shoe,13010,ayakkabı,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
75,overinformativeness,socks_big_blue,socks,18150,çorap,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
76,overinformativeness,socks_big_green,socks,7900,çorap,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
77,overinformativeness,umbrella_big_blue,umbrella,14624,şemsiye,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
78,overinformativeness,binoculars_big_blue,binoculars,19643,dürbün,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
79,overinformativeness,ball_big_yellow,ball,10063,top,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
80,overinformativeness,mirror_big_black,mirror,26858,el aynası,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
81,overinformativeness,tie_big_red,tie,8021,kravat,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
82,overinformativeness,brush_big_red,brush,72865,el  fırçası,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
83,overinformativeness,skirt_big_green,skirt,4934,etek,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
84,overinformativeness,rosary_big_blue,rosary,5415,tesbih,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
85,overinformativeness,mirror_big_white,mirror,26095,el aynası,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
86,overinformativeness,book_big_blue,book,4359,kitap,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
87,overinformativeness,bag_big_red,bag,18548,sırt çantası,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
88,adjective_ordering,table_metal_low,table,4822,masa,Chrome,Windows,720,1280,"Ingilizce, türkçe ve kürtçe.",1,Yes,33,Male,3,Bu deneyin hedefi neydi?,Hayır,£1,361567
